Representative_Sequence	total	A23.C0	CreativEruC00	CreativEruC02	CreativEruC03	CreativEruC06	CreativEruC08	CreativEruC10	CreativEruC12	CreativEruC14	CreativEruC16	CreativEruC19	CreativEruC21	CreativEruC23	CreativEruC25	CreativEruC27	CreativEruC29	CreativEruC31	CreativEru_A01	CreativEru_A07	CreativEru_A09	CreativEru_A10	CreativEru_A13	CreativEru_A18	CreativEru_Y04	CreativEru_Y07	CreativEru_Y10	CreativEru_Y13	CreativEru_Y16	CreativEru_Y19	CreativEru_Y23	Y27.CN2	
Mpick567	18	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick568	234	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	12	13	56	6	0	0	3	0	0	0	0	0
Mpick569	59	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	11	36	0	0	0	0	0	0	0	0
Mpick570	1970	17	0	0	0	0	0	0	0	1	0	0	0	1	33	8	2	0	0	7	2	0	1766	80	11	30	2	0	8	0	1	1
Mpick571	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0
Mpick572	21	0	9	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0
Mpick573	105	2	0	0	0	0	9	0	0	43	0	0	0	0	0	0	0	0	1	0	1	12	25	0	2	5	1	0	0	0	4	0
Mpick574	70	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	20	42	0	0	0	0	0	0	0	0
Mpick575	51	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	18	4	0	0	0	0	0	0
Mpick576	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	29	0	0	0	0	0	0	0	2
Mpick577	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	12
Mpick578	13	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick579	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick580	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick581	21	3	0	0	0	0	0	0	0	0	4	0	1	0	3	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick582	9	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Mpick583	58	19	0	0	0	2	0	0	0	0	0	0	0	0	0	9	14	3	0	0	1	0	2	0	0	0	0	0	0	0	0	8
Mpick584	64	1	6	0	3	0	2	0	0	0	4	0	0	0	0	0	2	7	8	13	9	5	1	3	0	0	0	0	0	0	0	0
Mpick585	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Mpick586	17	3	3	0	0	0	0	0	0	0	0	0	0	2	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick587	19	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	2	1	0	0	3	0	8	0	0	0	0	0	0
Mpick588	63	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	45	0	0	7	5	0	5	0	0	0	0	0	0
Mpick589	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick590	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick591	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick592	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick593	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick594	56	0	0	0	0	0	0	0	0	0	0	0	0	3	2	17	19	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick595	16	0	2	5	4	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick596	51	0	0	0	0	0	0	0	2	0	1	1	3	1	11	13	4	13	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Mpick597	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick598	25	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick599	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick600	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick601	33	0	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	5	5	1	0	0	1	0	0	0	0	0	0	0	0
Mpick602	26	0	11	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick603	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick604	32	0	10	8	3	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick605	65	0	20	9	3	0	1	7	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	0
Mpick606	46	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	2	0	0	5	0	0	0	0	0	0	0
Mpick607	41	4	8	6	4	2	2	0	2	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0
Mpick608	40	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	0	0	0	11	4	0	0	0	0	0	0	0
Mpick609	129	0	51	4	5	5	6	0	0	0	0	0	0	0	0	0	0	0	17	4	2	2	19	12	1	1	0	0	0	0	0	0
Mpick610	135	0	4	1	10	6	0	0	1	1	0	0	0	0	0	0	0	0	8	6	25	9	35	27	1	1	0	0	0	0	0	0
Mpick611	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick612	10	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
Mpick613	21	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0
Mpick614	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick615	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick616	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
Mpick617	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick618	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick619	14	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick620	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick621	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick622	40	0	3	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	23	1	1	0	0	0	0	0	0	0	0	0	0	0
Mpick623	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick624	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick625	8	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick626	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick627	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick628	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick629	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick630	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick631	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick632	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0
Mpick633	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick634	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick635	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick636	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick637	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Mpick638	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick639	60	0	1	0	16	6	3	1	5	1	2	0	1	0	0	0	2	0	9	1	0	0	3	3	0	0	0	0	2	1	1	2
Mpick640	71	0	0	2	30	30	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick641	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick642	7	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick643	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick644	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	4	0	0	0	0	0	0	0
Mpick645	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick646	16	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick647	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick648	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick649	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick650	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick651	41	0	6	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	19	5	0	0	0	0	0	2	0	0	0	0	0	0
Mpick652	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Mpick653	141	0	4	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	41	22	41	23	0	1	0	4	0	0	1	0	0	0
Mpick654	585	0	129	28	20	5	0	0	1	4	2	0	0	3	0	5	6	0	200	20	29	24	18	54	33	4	0	0	0	0	0	0
Mpick655	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick656	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick657	2116	32	54	61	24	0	14	6	0	0	3	0	0	0	0	0	1	0	259	115	101	116	339	258	188	96	48	40	128	116	111	6
Mpick658	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick659	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
Mpick660	29	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	4	0	1
Mpick661	52	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	1	0	0	0	0	0	0
Mpick662	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	1	1	0	1	8	16	0	0	1	0	0	0
Mpick663	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0
Mpick664	31	0	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick665	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	3	0	0	0	0	0	0	0	0	0
Mpick666	12	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0
Mpick667	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick668	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick669	11	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	2	1	0	0	0	0	0	0	0
Mpick670	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	7	2	0	2	4	0	0	0	0	0	0	0
Mpick671	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick672	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick673	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick674	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick675	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick676	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	0	0	0	0	0	0	0
Mpick677	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick678	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick679	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick680	977	0	204	365	168	72	46	12	25	1	7	5	12	14	14	17	6	3	2	0	0	0	0	1	1	0	0	0	0	0	2	0
Mpick681	546	0	1	8	24	56	64	21	16	25	20	21	41	42	32	43	77	52	0	0	3	0	0	0	0	0	0	0	0	0	0	0
Mpick682	313	0	5	4	1	2	1	4	0	8	3	10	14	20	21	23	45	13	23	0	65	32	11	0	1	2	4	0	0	1	0	0
Mpick683	27	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick684	8	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick685	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	13	0	13	2	4	3	0	1	0	0	0	0
Mpick686	16	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick687	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick688	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	0	0	0	0	0	0	0	0	0	6	0
Mpick689	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick690	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick691	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick692	9	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick693	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick694	90	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	1	1	2	0	0	11	3	0	0	0	0	0	0
Mpick695	836	16	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	38	70	1	694	0	0	0	0	0	1	10	0
Mpick696	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick697	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick698	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick699	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	3	1	0	0	0	5	0	0	0	0	0	0
Mpick700	25	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	3	0
Mpick701	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0
Mpick702	532	1	13	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	53	56	114	62	93	58	29	34	7	1	4	2	0	0
Mpick703	282	2	25	15	3	0	5	2	2	0	3	0	0	0	0	0	0	0	41	16	18	28	60	26	9	7	3	6	7	0	4	0
Mpick704	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	5	2	3	0	0	0	0	0	0	0
Mpick705	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Mpick706	981	99	4	5	19	1	3	0	1	0	4	0	0	4	0	0	0	5	47	15	44	16	203	234	54	44	22	4	9	50	86	8
Mpick707	175	5	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	5	4	9	12	10	79	5	3	2	1	3	14	18	1
Mpick708	1266	83	5	10	6	24	3	0	12	7	0	0	2	8	0	3	5	0	1	10	34	20	394	430	20	58	18	9	15	18	69	2
Mpick709	34	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	24	1	1	0	0	0	0
Mpick710	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	1	0	0	0	0	0	0	0	0	0	0
Mpick711	13	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	2	0	0	1	0	0	1	0
Mpick712	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0
Mpick713	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	100	54	1	33	0	0	0	0	0	0	0	0
Mpick714	90	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	35	23	8	3	0	2	0	0	0	0	0	0
Mpick715	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	9	0	5	0	0	0	0	0	0	0	0
Mpick716	62	0	0	0	0	2	1	3	2	7	7	0	0	11	0	0	12	0	1	1	3	0	0	0	0	6	0	2	4	0	0	0
Mpick717	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Mpick718	33	0	21	2	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Mpick719	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8	2	0	0	0	0	0	0	0	0	0	0
Mpick720	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
Mpick721	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	17	1	1	9	2	0	0	0	0	0	0	1
Mpick722	35	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	2	1	0	4	10	0	0	0	0	0	0
Mpick723	120	0	77	11	2	0	1	0	1	2	0	0	0	0	0	1	0	0	20	2	1	2	0	0	0	0	0	0	0	0	0	0
Mpick724	223	0	93	28	36	23	7	0	6	6	0	2	2	0	0	0	0	0	18	2	0	0	0	0	0	0	0	0	0	0	0	0
Mpick725	44	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick726	30	0	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick727	46	2	13	7	2	0	2	0	0	0	1	0	0	0	0	4	3	0	9	1	0	0	0	0	2	0	0	0	0	0	0	0
Mpick728	70	0	21	8	11	0	0	0	0	0	1	0	0	0	0	4	3	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0
Mpick729	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	5	0	0	0	0	0	0	0	0	0	0
Mpick730	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
Mpick731	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	33	20	22	6	0	0	0	0	0	0	0	0
Mpick732	91	6	9	8	3	0	0	0	0	0	0	0	2	0	0	0	0	0	1	9	27	10	0	13	1	1	0	0	1	0	0	0
Mpick733	22	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	4	0	1	1	0	0	0	0	0	0	0
Mpick734	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	31	10	6	0	1	0	0	0	0	0	0	0
Mpick735	19	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	3	0	1	0	0	0	0	0	0	0	0
Mpick736	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	1	1	0	12	0	0	0	0	0	0
Mpick737	14	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1	0	0	1	0	0	0	0	0	0	0
Mpick738	13	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick739	17	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0
Mpick740	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Mpick741	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	2	1	0	0	0	0	0	0	0	0	0
Mpick742	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	12	2	2	1	0	0	0	0	0	0	0	0
Mpick743	18	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	1	3	0	0	0	0	0	0	0	0
Mpick744	47	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	3	1	2	0	0	0	0	0	0	0	0	0	0
Mpick745	11	0	3	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
Mpick746	107	0	17	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	54	14	13	3	0	0	1	0	0	0	0	0	0	0
Mpick747	214	1	8	0	1	0	5	3	0	8	0	10	0	0	0	0	0	0	5	2	28	33	30	68	3	2	1	0	0	3	3	0
Mpick748	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	19	3	0	0	0	0	0	0	0	0	0
Mpick749	35	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	2	18	5	0	0	0	0	0	0	0	0
Mpick750	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
Mpick751	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	0
Mpick752	89	0	0	5	18	25	0	3	11	5	3	0	5	8	1	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Mpick753	29	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Mpick754	40	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	27	0	0	0	0	0	0	0	0
Mpick755	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpick756	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0
Mpick757	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0
Mpick758	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0
Mpick759	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Mpick760	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Mpick761	36	0	29	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
